Country_Code,Name,Capacity_Mw,Latitude,Longitude
USA,Pine Tree Wind Power Project,135.0,35.248,-118.1754
USA,Pine View Dam,1.8,41.2543,-111.8485
USA,Pinelawn Power LLC,82.0,40.7366,-73.3884
USA,Pinellas County Resource Recovery,76.5,27.8733,-82.6741
USA,Pinesage,5.0,35.2208,-79.5191
USA,Pinetree Power,17.5,44.3274,-71.68
USA,Pinetree Power Fitchburg,18.0,42.5428,-71.8528
USA,Pinetree Power Tamworth,25.0,43.8358,-71.1967
USA,Pineville Delivery 2,1.8,35.0767,-80.8816
USA,Piney,30.0,41.1921,-79.4335
USA,Pinnacle Wind Force LLC,55.2,39.445,-79.03
USA,Pinnacles,11.1,36.6669,-80.4479
USA,Pinyon Pine I,168.0,35.0434,-118.2118
USA,Pinyon Pine II,132.0,35.0268,-118.2233
USA,Pio Pico Energy Center,395.4,32.5739,-116.9178
USA,Pioneer,5.0,41.2436,-111.9465
USA,Pioneer Crossing Energy  LLC,8.0,40.275,-75.8167
USA,Pioneer Generating Station,293.10000000000014,48.2325,-103.9528
USA,Pioneer Prairie Wind Farm,300.0,43.4839,-92.6131
USA,Pioneer Trail Solar Energy Center,74.5,29.08,-81.1
USA,Pioneer Trail Wind Farm  LLC,150.4,40.4641,-88.0215
USA,Pioneer Valley Resource Recovery,9.4,42.0906,-72.5917
USA,Pioneer Wind Park  LLC,80.0,42.7282,-105.8668
USA,Piqua Power Plant,36.3,40.1338,-84.2373
USA,Pirkey,721.0,32.4607,-94.4852
USA,Pisgah Mountain Wind,9.1,44.7773,-68.5234
USA,Pit 1,69.2,40.9908,-121.4982
USA,Pit 3,80.1,40.9974,-121.7481
USA,Pit 4,103.4,40.9864,-121.8494
USA,Pit 5,141.60000000000002,40.9862,-121.9776
USA,Pit 6,79.2,40.9226,-121.9929
USA,Pit 7,109.8,40.8475,-121.9908
USA,Piti 8 (MEC),128.0,13.4624,144.6903
USA,Pittsfield 44 - M&W PV,1.2,42.4874,-73.2158
USA,Pittsfield Generating LP,175.5,42.4564,-73.2181
USA,Pittsfield Hydro,1.1,44.7214,-69.412
USA,Pittsford,3.6,43.694,-72.955
USA,Pittsgrove Solar,2.0,39.539,-75.1793
USA,Pixar - Emeryville,1.1,37.8329,-122.284
USA,Pixelle Specialty Solutions LLC - Chillicothe Facility,92.8,39.3246,-82.974
USA,Pixelle Specialty Solutions LLC - Spring Grove Facility,103.6,39.8709,-76.8681
USA,Placid 12,13.5,42.7106,-83.4569
USA,Plainfield Community Solar LLC,2.0,42.5205,-72.9191
USA,Plainfield One Solar LLC,1.3,40.605,-74.4394
USA,Plainfield Renewable Energy LLC,43.0,41.6644,-71.9242
USA,Plains End,114.00000000000004,39.8575,-105.226
USA,Plains End II LLC,117.60000000000004,39.8586,-105.2256
USA,Plainview Muncipal Power,5.0,42.35,-97.7906
USA,Plant 31 Paper Mill,84.2,32.4868,-92.1496
USA,Plant Four,24.0,46.576,-87.4036
USA,Plant No 1 Freeport,11.1,40.6561,-73.5922
USA,Plant No 1 Orange County,7.5,33.6942,-117.9381
USA,Plant No 2 Freeport,78.6,40.6447,-73.5683
USA,Plant No 2 Orange County,16.0,33.6433,-117.9556
USA,Plant X,434.4,34.1661,-102.4114
USA,Plaquemine Cogeneration Plant,987.0,30.3217,-91.2347
USA,Platte,109.8,40.8548,-98.3482
USA,Playa Solar 1  LLC,79.0,36.408,-114.908
USA,Playa Solar 2,100.0,36.408,-114.908
USA,Pleasant Hill,179.8,41.5572,-93.5242
USA,Pleasant Hill Wind Energy Project,20.0,33.7389,-101.485
USA,Pleasant Valley (MN),467.8,43.7994,-92.6829
USA,Pleasant Valley (VA),20.5,38.4006,-78.8983
USA,Pleasant Valley Hydro,3.2,37.4142,-118.5239
USA,Pleasant Valley Solar,2.5,33.7368,-83.6971
USA,Pleasant Valley Wind Farm,200.0,43.805,-92.7697
USA,Pleasantdale Road Community Solar,1.0,42.3222,-71.987
USA,Pleasanton - Amador Valley High School,1.1,37.6624,-121.8747
USA,Pleasants Energy LLC,344.0,39.3325,-81.3642
USA,Ples I,15.0,37.6455,-118.9096
USA,Plum Point Energy Station,720.0,35.6644,-89.9489
USA,Plummer Cogen,6.2,47.331,-116.8904
USA,Plumsted 537 LLC,19.8,40.1094,-74.4978
USA,Plymouth Site 1,5.6,41.96,-70.7786
USA,Plymouth Solar,1.1,41.9473,-70.6884
USA,Plymouth Solar LLC,5.0,35.875,-76.7106
USA,Plymouth State College Cogeneration,2.8,43.7644,-71.6881
USA,Pocahontas Prairie Wind Farm,80.0,42.5681,-94.6581
USA,Pocono Solar Project,3.0,41.061,-75.5149
USA,Podunk Road CSG,2.2,42.4681,-76.6529
USA,Poe,142.8,39.7229,-121.4698
USA,Point A,5.2,31.3611,-86.5183
USA,Point Beach Nuclear Plant,1311.0,44.2806,-87.5369
USA,Pole Hill,38.2,40.3651,-105.3251
USA,Polk,1492.5,27.7286,-81.9897
USA,Polk County Renewables  LLC,2.5,41.1653,-97.5702
USA,Pollocksville Solar,5.0,34.998,-77.219
USA,Pomeroy Wind Farm,286.4,42.5842,-94.7467
USA,Ponca,48.0,36.7198,-97.0858
USA,Ponca City,134.3,36.7198,-97.0858
USA,Ponderosa Bailey Creek,1.1,40.4579,-121.8427
USA,Ponton Diesel Generating Facility,4.0,37.2953,-77.9862
USA,Pontook Hydro Facility,10.5,44.6328,-71.2474
USA,Pool Brook Rd Community Solar Farm,2.0,42.5422,-75.0834
USA,Poole,11.3,37.9442,-119.2161
USA,PopeSun CSG  LLC,5.0,45.6434,-95.5262
USA,Poplar Bluff Generating Station,34.1,36.7597,-90.3903
USA,Port Allen (HI),99.5,21.8996,-159.585
USA,Port Allen (LA),7.6,30.477,-91.211
USA,Port Allen Solar,6.0,21.9019,-159.5817
USA,Port Arthur Texas Refinery,38.4,29.9649,-93.8913
USA,Port Charlotte Energy LLC,3.0,26.7908,-81.9653
USA,Port Comfort Power LLC,121.0,28.6481,-96.5462
USA,Port Edwards Mill,6.699999999999999,44.3364,-89.8672
USA,Port Everglades,1352.0,26.0856,-80.1253
USA,Port Jefferson,498.0,40.9497,-73.0785
USA,Port Leyden Hydroelectric Project,1.0,43.5836,-75.3392
USA,Port Neches Plant,38.0,29.9788,-93.9523
USA,Port Richmond WWT Solar,1.0,40.6381,-74.1261
USA,Port Townsend Paper,7.9,48.0931,-122.7958
USA,Port Washington Generating Station,1208.8000000000002,43.3842,-87.8689
USA,Port Wentworth Mill,72.3,32.1561,-81.1586
USA,Port Westward,483.0,46.1789,-123.172
USA,Port Westward Unit 2,225.60000000000005,46.1789,-123.1719
USA,Port of LA Solar FiT Project,1.1,33.728,-118.28
USA,Portable Generator 2,2.0,48.145,-103.6375
USA,Portable Generator 3,2.0,48.145,-103.6375
USA,Portage,22.6,47.0808,-88.6472
USA,Portage Solar,1.5,41.5611,-87.1555
USA,Portal,10.8,37.257,-119.1589
USA,Portal Ridge Solar B  LLC,20.0,34.7165,-118.2821
USA,Portal Ridge Solar C  LLC,11.4,34.7141,-118.2739
USA,Porter Solar,5.0,35.2167,-77.0743
USA,Porter Way Community Solar Garden,3.0,44.851,-93.7784
USA,Porterhouse Wind (4) LLC,79.8,36.4144,-101.3864
USA,Porterville 6 and 7,3.0,36.05,-119.02
USA,Porterville Solar,3.5,36.1028,-119.0397
USA,Portland (PA),194.0,40.9102,-75.0794
USA,Portside Energy,61.0,41.6317,-87.1728
USA,Poseidon Solar  LLC,20.0,33.1606,-111.484
USA,Poseidon Wind  LLC,65.1,34.6062,-110.1734
USA,Possum Point,1591.0,38.5367,-77.2806
USA,Post Falls,14.5,47.7033,-116.9539
USA,Post Oak Wind LLC,200.0,32.5144,-99.6564
USA,Post Rock Wind Power Project  LLC,201.0,38.8417,-98.2994
USA,Post Wind Farm LP,84.0,32.9254,-101.2194
USA,Potato Rapids,1.3,45.1136,-87.7586
USA,Potholes East Canal 66.0,2.3,46.3785,-119.2544
USA,Potrero Hills Energy Producers,8.0,38.217,-121.9795
USA,Potter Station 2,217.0,42.235,-70.9672
USA,Potter Valley,9.4,39.3618,-123.1279
USA,Pouch,47.0,40.6182,-74.0685
USA,Powell Valley,22.0,36.5748,-83.0321
USA,Power County Wind Park North,22.5,42.7389,-112.7486
USA,Power County Wind Park South,22.5,42.7033,-112.7578
USA,Power Creek,6.0,60.5887,-145.6045
USA,Power Generation Station (PGS) 2,4.6,37.8258,-122.2961
USA,Power Island,41.0,29.2293,-95.1952
USA,Power Station 4,191.1,29.3782,-94.9219
USA,PowerFin Kingsbery,2.6,30.2659,-97.6849
USA,Powerlane Plant,112.2,33.1707,-96.1264
USA,Powerton,1785.6,40.5408,-89.6786
USA,Powhatan Solar Power Generation Station 1 LLC,1.5,34.4969,-117.145
USA,Prairie Bluff,1.6,33.9544,-88.9925
USA,Prairie Breeze,206.5,41.9517,-98.0767
USA,Prairie Breeze II,73.4,41.9877,-98.2104
USA,Prairie Breeze III,35.8,41.9877,-98.2104
USA,Prairie Creek,213.4,41.944,-91.6392
USA,Prairie Du Sac,33.4,43.3099,-89.7278
USA,Prairie Fire,4.5,32.1164,-110.82
USA,Prairie Horizon Agri Energy,1.7,39.7611,-99.3058
USA,Prairie Island,1186.2,44.622,-92.6333
USA,Prairie Queen Wind Farm,199.3,37.9788,-95.2244
USA,Prairie River,1.0,47.2872,-93.4983
USA,Prairie Rose Wind Farm,200.0,43.8282,-96.3216
USA,Prairie Sky Solar Farm,1.0,37.7517,-97.0745
USA,Prairie Star Wind Farm,100.6,43.6861,-92.6272
USA,Prairie State Generating Station,1766.0,38.2792,-89.6669
USA,Prairie View I & II LFGTE,6.4,41.4936,-86.1658
USA,Prairie View IL,4.800000000000001,41.3431,-88.1014
USA,Prairie Wind Farm,168.0,41.4369,-92.7038
USA,Prairie Wind Power LLC,4.0,43.5958,-95.3833
USA,Prairie Winds ND1,115.5,47.9336,-101.2692
USA,Prairie Winds SD1,162.0,43.8864,-98.7875
USA,Prairies Edge Generating Facility,1.1,41.0606,-87.3071
USA,Pratt,15.5,37.6359,-98.7433
USA,Pratt & Whitney,25.8,41.7483,-72.6367
USA,Pratt 2,16.0,37.6356,-98.745
USA,Pratt Wind  LLC,243.5,37.55,-98.8
USA,Preferred Freezer San Leandro,2.0,37.712,-122.1507
USA,Presbyterian Senior Living Service,1.2,39.4476,-76.5163
USA,Prescott Airport,3.0,34.6584,-112.4008
USA,Prescott Solar Plant,10.8,34.6494,-112.4275
USA,Presence Saint Mary of Nazareth Hospital,4.2,41.9031,-87.6831
USA,Preston (IA),3.2,42.0507,-90.3942
USA,Preston (MN),3.7,43.6661,-92.0831
USA,Pretlow,3.2,36.6592,-76.9267
USA,Prickett,2.2,46.7261,-88.6625
USA,Priest Rapids,955.6,46.6451,-119.908
USA,Prima Plant,6.0,33.4949,-117.6146
USA,Primghar,1.7000000000000002,43.0871,-95.626
USA,Princeton,5.0,35.5044,-78.1922
USA,Princeton (IL),37.900000000000006,41.3755,-89.4649
USA,Princeton (MN),12.3,45.5695,-93.5872
USA,Princeton Energy Center  LLC,10.8,40.3398,-74.6239
USA,Princeton Solar Project,2.5,40.3797,-74.6257
USA,Princeton University Cogeneration,20.0,40.3414,-74.6572
USA,Princeton Wind Farm,3.0,42.4789,-71.9
USA,Procter & Gamble Cincinnati Plant,12.5,39.175,-84.5042
USA,Procter & Gamble Mehoopany Mill,120.2,41.5743,-76.0432
USA,Proctor,6.9,43.6628,-73.034
USA,Progress Drive Generation Station,3.6,40.53,-82.4
USA,Progress Manis I,1.0,34.7564,-79.4472
USA,Progress Solar 1  LLC,4.0,35.9481,-78.2508
USA,Progress Solar II  LLC,3.5,34.4761,-79.0975
USA,Progress Solar III  LLC,3.5,34.7142,-79.3539
USA,Prospect,19.0,43.2919,-75.1477
USA,Prospect 1,3.8,42.7307,-122.5151
USA,Prospect 2,32.0,42.7312,-122.514
USA,Prospect 3,7.2,42.7306,-122.4185
USA,Prospect 4,1.0,42.7331,-122.5151
USA,Prospect Municipal,1.8,40.4411,-83.1883
USA,Prospector Windfarm (Burnt River),10.0,44.4181,-117.255
USA,Prosperity Energy Storage Facility Hybrid,1.3,35.0019,-106.6372
USA,Providence Heights Wind LLC,72.0,41.2294,-89.5572
USA,Providence Solar,16.0,35.5783,-89.0478
USA,Provo Power Plant,12.0,40.2427,-111.663
USA,Prudential 55 Livingston Roseland Solar,1.2,40.8146,-74.2971
USA,Prudential 80 Livingston Roseland Solar,1.7,40.8154,-74.305
USA,Pueblo,8.0,38.2667,-104.6144
USA,Pueblo Airport Generating Station,440.0,38.3208,-104.5264
USA,Puente Hills Energy Recovery,50.0,34.0233,-118.0241
USA,Puller Solar,15.0,37.5725,-76.4673
USA,Pulliam,91.0,44.54,-88.0086
USA,Pumpjack Solar I,20.0,35.3056,-119.6225
USA,Pumpkin Hill,1.0,45.1868,-68.4649
USA,Puna,39.1,19.6316,-155.0313
USA,Puna Geothermal Venture I,51.0,19.479,-154.8884
USA,Punkin Center Battery Storage,2.0,33.8758,-111.3136
USA,Punta Lima,23.4,18.1868,-65.6948
USA,Purdue University,43.2,40.4172,-86.9122
USA,Purple Lake,3.9,55.0913,-131.545
USA,Putah Creek Solar Farm,2.0,38.5211,-121.9939
USA,Putnam (MI),13.5,42.7108,-83.4561
USA,Putts Bridge,3.2,42.1579,-72.4864
USA,Puueo,3.1,19.7264,-155.0908
USA,Pyramid,186.0,32.2363,-108.5494
USA,Pyrites Plant,8.2,44.522,-75.1881
USA,Pyron Wind Farm LLC Hybrid,258.9,32.5886,-100.6728
USA,Q Plant,4.6,32.9042,-117.2011
USA,QVC Inc,3.9,35.9222,-77.6731
USA,Quad Cities Generating Station,2018.6,41.7261,-90.3103
USA,Quail Creek Hydro Plant #1,2.3,37.1854,-113.3583
USA,Quail Run Energy Center,550.4,31.8414,-102.315
USA,Quakertown Solar Farm  LLC,8.8,40.5228,-74.9442
USA,Quantum Choctaw Power LLC,850.5,33.3792,-89.2089
USA,Quarter Horse Solar,4.5,34.437,-77.642
USA,Quay County,27.0,35.1828,-103.7311
USA,Queen Anne's County,2.0,39.0317,-76.0164
USA,Queen Creek Solar Farm,19.0,33.2675,-111.6122
USA,Queens Creek,1.4,35.2713,-83.676
USA,Questa Solar Facility,1.0,36.7169,-105.6094
USA,Quichapa 1,3.0,37.6582,-113.2167
USA,Quichapa 2,3.0,37.6668,-113.189
USA,Quichapa 3,3.0,37.6498,-113.2369
USA,Quilt Block Wind Farm LLC,98.0,42.6733,-90.2653
USA,Quincy Chute,9.4,46.9825,-119.2578
USA,Quincy II Solar Garden,1.5,39.6384,-104.6625
USA,Quincy Solar,1.5,39.6384,-104.5626
USA,Quincy Solar,4.0,35.0717,-78.8078
USA,Quindaro,131.4,39.1492,-94.6381
USA,Quinebaug Lower Project,2.5,41.7987,-71.8868
USA,Quinhagak,1.2,59.7474,-161.9106
USA,Quinto Solar PV Project,108.0,37.1303,-121.0522
USA,Quitman Solar,150.0,30.849,-83.6433
USA,Quittacas Pond Solar,3.5,41.7819,-70.9133
USA,R C Kirkwood,115.5,37.8777,-119.9532
USA,R D Green,586.0,37.6461,-87.5
USA,R E Badger Filtration Plant,1.4,33.051,-117.175
USA,R E Ginna Nuclear Power Plant,614.0,43.2777,-77.3099
USA,R Gallagher,300.0,38.2636,-85.8381
USA,R M Heskett,203.0,46.8669,-100.8836
USA,R M Schahfer,2201.4,41.2164,-87.0261
USA,R S Nelson,1433.6,30.2844,-93.2911
USA,R W Miller,603.6,32.6581,-98.3103
USA,RB Manufacturing LLC Belle Mead NJ,1.5,40.4836,-74.6501
USA,RC Energy AA LLC Solar Facility,1.0,35.1527,-106.5472
USA,RCWD PV Project,5.0,33.5226,-117.1815
USA,RE Adams East  LLC,19.0,36.6175,-120.2908
USA,RE Ajo 1 LLC,4.5,32.367,-112.8314
USA,RE Astoria,100.0,34.8442,-118.4585
USA,RE Astoria 2,75.0,34.8366,-118.4802
USA,RE Bagdad Solar I LLC,16.6,34.5858,-113.1772
USA,RE Barren Ridge 1,60.0,35.2047,-118.0687
USA,RE Bruceville 1 LLC,5.0,38.3475,-121.4128
USA,RE Bruceville 2 LLC,5.0,38.3475,-121.4128
USA,RE Bruceville 3 LLC,5.0,38.3475,-121.4128
USA,RE Camelot LLC,45.0,35.0267,-118.1856
USA,RE Columbia 3 LLC,10.0,35.0247,-118.1642
USA,RE Columbia Two  LLC,15.0,35.0267,-118.1856
USA,RE Dillard 1 LLC,3.0,38.4686,-121.1819
USA,RE Dillard 2 LLC,3.0,38.4661,-121.1778
USA,RE Dillard 3 LLC,3.0,38.4619,-121.1803
USA,RE Garland,185.1,34.8253,-118.525
USA,RE Garland A,20.2,34.8215,-118.4974
USA,RE Gillespie 1 LLC,15.0,33.0264,-112.6658
USA,RE Kammerer 1 LLC,5.0,38.3651,-121.3811
USA,RE Kammerer 2 LLC,5.0,38.3651,-121.3811
USA,RE Kammerer 3 LLC,5.0,38.3651,-121.3811
USA,RE Kansas Solar  LLC,20.0,36.2478,-119.8339
USA,RE Kansas South LLC,20.0,36.2261,-119.8342
USA,RE Kent South  LLC,20.0,36.2261,-119.9053
USA,RE McKenzie 1 LLC,5.0,38.3026,-121.2958
USA,RE McKenzie 2 LLC,5.0,38.3026,-121.2958
USA,RE McKenzie 3 LLC,5.0,38.3026,-121.2958
USA,RE McKenzie 4 LLC,5.0,38.3026,-121.2958
USA,RE McKenzie 5 LLC,5.0,38.3026,-121.2958
USA,RE McKenzie 6 LLC,5.0,38.3026,-121.2958
USA,RE Mustang LLC,100.0,36.2217,-119.9031
USA,RE Old River One  LLC,20.0,35.2233,-119.0889
USA,RE Rio Grande Solar LLC,5.0,35.0074,-118.1645
USA,RE Rosamond One LLC,20.0,34.9,-118.2469
USA,RE Rosamond Two LLC,20.0,34.9003,-118.2383
USA,RE Roserock,160.0,30.9602,-103.3067
USA,RE Tranquillity,205.3,36.5814,-120.4045
USA,RE Victor Phelan Solar One LLC,20.0,34.5123,-117.4775
USA,RE-VFO LLC,1.0,36.3537,-119.4008
USA,RED-Rochester  LLC,133.3,43.1989,-77.6319
USA,RGS-Rutland VNM SREC II Project (MA),2.6,42.4318,-71.9782
USA,RIT Henrietta Solar 1  LLC,1.6,43.0762,-77.6672
USA,RJC I CSG,1.0,44.1251,-93.2791
USA,RJC II Community Solar Garden,1.0,44.1389,-93.2572
USA,RP Wind,3.4,40.4494,-83.8933
USA,RP-Orlando  LLC,5.1,28.4889,-81.1822
USA,RS Cogen,493.0,30.221,-93.2992
USA,RT 52 Walden Solar 1  LLC Hybrid,5.0,41.5841,-74.2163
USA,RV CSU Power II LLC,3.0,40.5928,-105.1471
USA,RV CSU Power LLC,1.9,40.5911,-105.1459
USA,Raccoon Creek Energy Center,456.0,38.6996,-88.5392
USA,Raccoon Mountain,1713.6,35.0558,-85.3879
USA,Racine,47.4,38.9153,-81.9081
USA,Radford,1.0,37.0784,-80.5727
USA,Radford Army Ammunition Plant,18.0,37.1804,-80.5428
USA,Radfords Run Wind Farm,278.0,40.0111,-89.0472
USA,Radiance Solar 4,1.5,34.6656,-118.2881
USA,Radiance Solar 5,1.5,34.6656,-118.2869
USA,Raeford Farm,5.0,34.9689,-79.2119
USA,Rafael Solar,2.2,44.8598,-123.0079
USA,Raft River Geothermal Power Plant,18.0,42.0994,-113.3825
USA,Rail Splitter Wind Farm,100.5,40.3692,-89.4022
USA,Rail Trail,2.0,42.2431,-73.3638
USA,Railroad Farm,5.0,34.82,-78.9708
USA,Railroad Farm 2,5.0,34.8079,-78.9505
USA,Railroad Solar Center  LLC,4.5,43.998,-117.1012
USA,Railroad Solar Farm  LLC,4.1,34.6806,-79.185
USA,Rainbow (CT),8.0,41.9153,-72.6936
USA,Rainbow (MT),59.0,47.5344,-111.2045
USA,Rainbow Falls Auscble,2.6,44.5236,-73.4617
USA,Rainbow Falls Hydro,25.0,44.5178,-74.8228
USA,Ralls Wind Farm,10.0,33.6611,-101.39
USA,Ralph Green,85.0,38.7876,-94.2777
USA,Ralston,79.2,39.001,-120.7251
USA,Ramona 1,2.0,33.0122,-116.875
USA,Ramona 2,5.0,33.0122,-116.875
USA,Ramona Solar Energy,4.3,33.0185,-116.8607
USA,Rams Horn Solar Center LLC,5.0,35.64,-77.3161
USA,Ranchero Wind Farm LLC,300.0,30.5949,-101.453
USA,Ranchland Solar  LLC,60.0,36.4726,-76.1541
USA,Rancho Cucamonga Dist #1,1.8,34.1003,-117.5528
USA,Rancho Penasquitos,4.6,32.937,-117.1137
USA,Rancho Seco Solar  LLC,10.8,38.3399,-121.1145
USA,Rand Whitney CHP Plant,14.6,41.4528,-72.1361
USA,Randolph,3.8,42.1776,-71.0774
USA,Randolph CSG PV1-5,5.0,44.5277,-92.9721
USA,Randolph Eastern School Wind Turbine,1.0,40.2097,-84.8219
USA,Rankin Solar Center  LLC,10.0,34.2345,-79.6551
USA,Ransomville Solar 1  LLC,5.0,43.1994,-78.9498
USA,Rantoul,14.400000000000002,40.3122,-88.1594
USA,Rantoul Solar,1.0,40.2867,-88.1328
USA,Rapidan Hydro Facility,6.8,44.0927,-94.1088
USA,Rapide Croche,2.4,44.3164,-88.3147
USA,Rapids Energy Center,28.4,47.2348,-93.5372
USA,Raritan ITS,2.0,40.5744,-74.6542
USA,Raritan Solar,7.5,40.4642,-74.8579
USA,Raritan Solar - 53 Highway,8.4,40.4539,-74.863
USA,Rariton OMP,5.4,40.5744,-74.6481
USA,Ratcliffe,840.0,32.6547,-88.7622
USA,Rathdrum,166.4,47.8043,-116.8673
USA,Rathdrum Power LLC,301.5,47.7858,-116.9203
USA,Ratkovich Alhambra,1.0,34.0814,-118.1519
USA,Rattlesnake Creek Wind Project,318.1,42.374,-96.829
USA,Rattlesnake Den,207.2,31.7432,-101.4934
USA,Rattlesnake Power  LLC,160.0,31.3603,-99.5514
USA,Ravenswood,2551.0000000000005,40.7592,-73.9461
USA,Rawhide,800.4,40.8609,-105.0212
USA,Ray D Nixon,282.6,38.6335,-104.7058
USA,Ray Olinger,427.7,33.0681,-96.4525
USA,Raymondville,2.0,44.835,-74.9803
USA,Rayne,8.2,30.2346,-92.2722
USA,ReEnergy Black River,55.5,44.0365,-75.772
USA,ReEnergy Livermore Falls,39.6,44.4317,-70.1619
USA,ReEnergy Stratton LLC,45.7,45.1406,-70.4256
USA,Record Hill Wind,50.6,44.6336,-70.6278
USA,Red Bluff,46.399999999999984,40.1501,-122.2124
USA,Red Bud,15.0,38.2165,-89.9992
USA,Red Cloud,5.7,40.098,-98.519
USA,Red Dirt Wind Project,299.3,36.1,-97.8
USA,Red Gate Power Plant,224.39999999999995,26.4511,-98.1775
USA,Red Hawk,1140.3000000000002,33.3346,-112.8406
USA,Red Hill Solar Center  LLC,5.0,36.4044,-78.1411
USA,Red Hills Generating Facility,513.7,33.3761,-89.2183
USA,Red Hills Wind Project LLC,123.0,35.535,-99.3828
USA,Red Horse 2,81.0,32.2861,-110.0881
USA,Red Horse III,30.0,32.136,-110.0513
USA,Red Lion Energy Center,25.0,39.6101,-75.6297
USA,Red Maple Solar,3.0,44.3194,-93.899
USA,Red Mesa Wind LLC,102.4,35.2689,-107.3828
USA,Red Mountain,5.9,33.3944,-117.1889
USA,Red Oak Power LLC,821.0999999999999,40.4487,-74.3489
USA,Red Oak Solar Farm  LLC,5.0,35.993,-77.9335
USA,Red Pine Wind Project,200.0,44.478,-96.1538
USA,Red Rock,40.0,32.551,-111.2892
USA,Red Shield Envir Old Town Facility,28.5,44.9181,-68.6355
USA,Red Toad 1425 A Powatan Road  LLC,2.0,35.6042,-78.3709
USA,Red Toad 4451 Buffalo Road  LLC,2.0,35.5574,-78.2973
USA,Red Toad 5840 Buffalo Road  LLC,2.0,35.5729,-78.3023
USA,Red Wing,23.0,44.5692,-92.5169
USA,Red Wing Community Solar,4.9,44.5351,-92.5161
USA,Redbed Plains Wind Farm,99.1,35.2908,-97.854
USA,Redbridge,3.6,42.176,-72.4095
USA,Redbrook Community Solar 1,4.0,41.8291,-70.6148
USA,Redbud Power Plant,1433.6,35.6856,-97.2264
USA,Redcrest Solar Farm,16.6,35.3219,-118.8128
USA,Redding Power,183.1,40.5073,-122.4233
USA,Redlands Water & Power,1.4,39.0673,-108.5928
USA,Redmon Solar Farm LLC,2.0,35.7108,-80.6658
USA,Redstone Arsenal Hybrid,11.0,34.611,-86.6116
USA,Redwing Solar,2.0,34.2744,-79.8875
USA,Redwood 4 Solar Farm,20.0,35.3142,-118.8119
USA,Redwood Falls,8.5,44.5431,-95.1178
USA,Redwood Falls Wind,3.4,44.5028,-95.175
USA,Reedley Community College Solar,2.6,36.6056,-119.4577
USA,Reeves,154.0,35.171,-106.6019
USA,Reeves South,1.0,39.9267,-74.8136
USA,Reeves Station Rd East,5.4,39.9283,-74.8144
USA,Regeneron Pharmaceuticals Inc.,15.4,41.0787,-73.8223
USA,Regeneron Tarrytown,1.5,41.078,-73.8206
USA,Regional Waste Systems,13.3,43.6556,-70.3347
USA,Regional Wastewater Control Facility,4.8,37.9369,-121.3294
USA,Regulus Solar Project,60.0,35.3,-118.8519
USA,Rehoboth Solar,2.0,41.9017,-71.2425
USA,Remington,705.5,38.5442,-77.7714
USA,Remington Solar Facility,20.0,38.5483,-77.7764
USA,Remmel,9.0,34.4272,-92.8941
USA,Renaissance Power Plant,782.0,43.1864,-84.8429
USA,Renew Canal 1 CSG LLC,1.2,41.767,-70.5212
USA,Renewable Energy Services of Ohio,2.4000000000000004,41.3362,-82.602
USA,Rengstorf Solar CSG,5.0,44.2595,-94.2891
USA,Renick Run Pumping Station 03-04,2.8,39.9294,-83.012
USA,Rensselaer City Light Plant,21.8,40.9395,-87.1545
USA,Rensselaer Cogen,88.2,42.6253,-73.75
USA,Rensselaer Solar Site 2,4.0,40.9498,-87.1482
USA,Rentech Nitrogen Pasadena Cogeneration,15.4,29.7394,-95.1947
USA,Reusens,12.5,37.4639,-79.1856
USA,Reventure Park,3.5,35.2944,-80.9989
USA,Reynolds,17.5,39.8069,-89.6417
USA,Rhinelander Mill,21.3,45.6394,-89.4205
USA,Rhode Island Hospital,10.4,41.8103,-71.41
USA,Rhode Island State Energy Center,596.0,41.8017,-71.5186
USA,Rhodhiss,25.5,35.7742,-81.4378
USA,Ribeye Wind (11) LLC,10.0,35.8119,-101.9789
USA,Rice University,6.9,29.721,-95.3954
USA,Riceland Foods Cogeneration Plant,18.0,34.5136,-91.5331
USA,Richard B Russell,628.0,34.0256,-82.5953
USA,Richard Burdette Geothermal,30.0,39.3908,-119.7546
USA,Richard J Donovan Correctional Facility,2.6,32.5836,-116.9309
USA,Richard M Flynn,164.0,40.8158,-73.064
USA,Richardson Solar,3.6,33.2777,-81.3517
USA,Richland,450.0,41.3052,-84.3346
USA,Richland,1.0,32.089,-84.6635
USA,Richland Center Renewable Energy LLC,1.8,43.3144,-90.3731
USA,Richland County Landfill,8.9,34.103,-80.7905
USA,Richland Solar Center,20.0,32.638,-83.3789
USA,Richmond,82.8,39.8396,-84.9657
USA,Richmond CSG,5.0,45.4586,-94.5138
USA,Richmond Cogen,155.6,37.9418,-122.3909
USA,Richmond Energy,6.4,37.5058,-77.3739
USA,Richmond Generating Station,131.6,39.9845,-75.0752
USA,Richmond Hayes Solar,2.3,33.364,-82.022
USA,Richmond NMCA,4.0,41.4402,-71.7154
USA,Richmond Solar Park 3,6.7,39.839,-84.8256
USA,Richmond Solar Site 2,7.5,39.8335,-84.8162
USA,Richmond University Medical Center,1.6,40.6359,-74.1058
USA,Ridge Crest Wind Partners,29.7,40.9459,-103.162
USA,Ridgeland Solar Project,10.0,32.465,-80.961
USA,Ridgetop,46.8,35.074,-118.3153
